1;1;13303;2 3 3 4 5;2003;1975;1998
1;1;13303;2 3 3 4 5;2004;1975;1998
1;1;13303;2 3 3 4 5;2005;1975;1998
2;2;13304;6 7 8;2004;1975;1998
2;2;13304;6 7 8;2005;1975;1998
3;5;13307;15 16 17 18;2006;1975;1998
3;3;13305;9 10 11;2007;1975;1998
4;9;13307;15 26 13 27;2006;1975;1998
4;6;13308;19 20;2008;1975;1998
4;7;13308;21 22 23;2008;1975;1998
4;8;13309;24 25;2008;1975;1998
4;9;13307;15 26 13 27;2009;1975;1998
7;12;13312;35 36 37;2009;1977;1998
7;14;13314;44 45;2009;1977;1998
7;13;13313;38 39 40 41 42 43;2012;1977;1998
8;16;13316;50 51 52;2008;1977;1998
8;17;13317;50 53 54 12;2008;1977;1998
8;18;13316;55 56;2008;1977;1998
8;19;13318;57 12 13 58;2008;1977;1998
9;14;13314;44 45;2002;1977;1998
9;31;13328;86 87 88;2002;1977;1998
9;30;13327;84 85;2003;1977;1998
9;32;13327;89 90 91 92;2003;1977;1998
9;25;13323;68;2005;1977;1998
9;23;13321;68 69 12;2005;1977;1998
9;14;13314;44 45;2006;1977;1998
9;35;13331;102 103 104 105 106 107 35;2009;1977;1998
9;21;13319;62 63 64 65;2009;1977;1998
9;27;13324;77 78;2009;1977;1998
9;28;13325;79 80;2009;1977;1998
9;28;13325;79 80;2010;1977;1998
9;33;13329;93 94 95 96;2010;1977;1998
9;22;13320;66 67;2011;1977;1998
9;26;13314;74 75 76;2011;1977;1998
9;29;13326;81 82 83;2011;1977;1998
9;24;13322;70 71 72 73;2013;1977;1998
10;37;13333;112 1 113 114;2006;1977;1998
10;38;13334;115 116;2008;1977;1998
11;39;13335;112 1;2002;1976;1998
11;54;13333;112 54;2002;1976;1998
11;48;13339;135 12 13 136 137;2003;1976;1998
11;55;13311;117 13 118 147 148 13 26 120;2005;1976;1998
11;57;13311;117 13 118 150 151 13 27;2005;1976;1998
11;40;13311;117 13 118 26 119 120;2005;1976;1998
11;57;13311;117 13 118 150 151 13 27;2006;1976;1998
11;40;13311;117 13 118 26 119 120;2006;1976;1998
11;41;13336;121 122;2006;1976;1998
11;42;13336;123;2006;1976;1998
11;51;13310;141;2006;1976;1998
11;53;13336;144 3 3 145 146;2006;1976;1998
11;45;13337;81 124 115 83;2006;1976;1998
11;47;13333;112 1 131 132 133 134;2009;1976;1998
11;51;13310;141;2010;1976;1998
11;46;13338;125 3 3 126 3 3 127 128 129 26 119 130;2011;1976;1998
11;51;13310;141;2011;1976;1998
11;39;13335;112 1;2013;1976;1998
11;37;13333;112 1 113 114;2013;1976;1998
11;47;13333;112 1 131 132 133 134;2013;1976;1998
11;56;13307;149 15;2013;1976;1998
11;43;13307;15;2013;1976;1998
11;44;13307;15;2013;1976;1998
11;55;13311;117 13 118 147 148 13 26 120;2014;1976;1998
11;57;13311;117 13 118 150 151 13 27;2014;1976;1998
11;40;13311;117 13 118 26 119 120;2014;1976;1998
11;49;13336;138 139;2014;1976;1998
11;50;13336;140 139;2014;1976;1998
12;59;13341;155 156;2010;1976;1998
13;66;13344;160 1 161;2002;1976;1998
13;63;13344;160 1 161 113 13 162;2002;1976;1998
13;65;13333;163 3 3 158;2002;1976;1998
13;60;13342;157 3 3 158;2003;1976;1998
13;67;13345;164 1 147 148;2004;1976;1998
13;68;13345;165 166 19 147 148 13 167;2004;1976;1998
13;60;13342;157 3 3 158;2006;1976;1998
13;62;13343;159;2006;1976;1998
13;64;13343;159;2006;1976;1998
13;61;13343;159 147 148 83;2006;1976;1998
14;69;13319;168 169;2009;1976;1998
14;70;13319;170 171 172 173 174 175;2009;1976;1998
15;75;13347;102 186 187;2002;1976;1998
15;83;13307;15;2002;1976;1998
15;76;13349;188 189 190;2002;1976;1998
15;78;13350;193 3 3 194 3 3 29 3 3 195 3 3 196 3 3 197 3 3 198;2002;1976;1998
15;81;13352;205 102 206;2002;1976;1998
15;82;13353;207 192;2002;1976;1998
15;87;13315;214 192;2002;1976;1998
15;93;13359;224 225 3 3 226 227;2002;1976;1998
15;72;13346;102 177 20;2006;1976;1998
15;85;13315;102 210 211;2006;1976;1998
15;74;13348;183 184 185;2006;1976;1998
15;80;13351;202 203 204;2006;1976;1998
15;81;13352;205 102 206;2006;1976;1998
15;84;13346;208 209;2006;1976;1998
15;86;13354;212 213;2006;1976;1998
15;88;13355;215 216;2006;1976;1998
15;90;13356;220 47 221;2006;1976;1998
15;92;13358;223;2006;1976;1998
15;77;13347;102 191 13 192;2011;1976;1998
15;94;13310;141;2011;1976;1998
15;73;13347;178 3 3 179 3 3 180 181 3 3 182;2011;1976;1998
15;78;13350;193 3 3 194 3 3 29 3 3 195 3 3 196 3 3 197 3 3 198;2011;1976;1998
15;79;13347;199 200 201;2011;1976;1998
15;89;13355;217 218 219;2011;1976;1998
15;91;13357;222 185;2011;1976;1998
16;96;13360;229 3 3 230 231 232 12 5;2008;1976;1998
17;37;13333;112 1 113 114;2003;1978;1998
17;98;13361;237 238 239 240 241;2003;1978;1998
17;101;13361;237 238 239 26 148;2003;1978;1998
